1003_3x1101_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1104_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1107_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1110_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1113_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1116_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1119_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1122_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1125_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1128_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1000_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1001_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1002_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1006_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1007_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
1003_3x1008_3,0,0,0,504,0,0,0,0,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,747,1139,1189,0,0,18887,3107,3032,45822,46106,11070,13071,183,182,211654,213775,987,4644,4486,662,478,2783,2905,0,0,1535,1556,4851,4927,8374,8080,4818,5080,36,63,0,0,0,0,149,0,4413,1978,2957,0,555,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5279,9636,5341,5259,2259,1956,13133,11826,2919,3585,0,0,2729,4582,6434,6180,1939,2003,2295,1635,5599,3735,7448,7735,3096,2942,0,0,6097,7757,0,0,12419,16122,10843,9790,3150,3927,5868,5367,3324,2718,20278,19672,6697,5140,5372,6404,723,990,2932,3065,7788,5846,16573,14518,2778,2493,0,0,6525,3326,4964,4249,1550,1043,4829,4126,11831,13426,2651,3106,2666,2329,2597,2498,10865,16075,2390,2277,2922,2615,13122,15838,1904,3064,1326,1295,0,0,15532,15894,4099,4011,11226,8036,6679,6586,14522,15364,9429,7124,7213,7508,5067,3554,1124,1471
